contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,category_derived_non_canonical,canonical_version,status
GP-366,Delegering skapar inte behörighet,"Den effektiva behörigheten ska alltid begränsas av agentens, domänens, tenantens, användarens och systemets mest restriktiva tillämpliga policy.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-367,Authority ska beviljas per capability,"Autonomi får inte ges som ett globalt agentprivilegium utan ska scopeas till funktion, projekt, datatyp, integration, användare och tidsperiod.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-368,Förtjänad bounded autonomy,"Agentautonomi ska höjas genom verifierad kvalitet och kunna löpa ut, pausas eller återkallas efter incident, modellbyte eller policyförändring.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-369,Degraderad självständighet,"GainPilots kritiska användarflöden ska kunna fortsätta säkert när Atlas, externa modeller eller mjuka Omnira-beroenden är otillgängliga.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-370,Idempotenta och återhämtningsbara workflows,"Betydelsefulla GainPilot-workflows ska hantera retries, dubbletter, unknown outcome, compensation och verifierad återhämtning.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,operations,v1.0,Canonical Review Candidate
GP-371,Observerbar domän,"GainPilots tjänster, agenter, workflows, kostnader, integrationer, beslut och säkerhetssignaler ska vara observerbara utan att känsliga payloads kopieras i onödan.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-372,Domänspecifikt nödstopp,"GainPilot ska kunna stoppa en agent, capability, integration eller workflow utan att hela Omnira eller användarens lokala grundfunktioner måste stängas ned.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-373,Secrets ska förbli i valv,"Lösenord, tokens, API-nycklar och certifikat får inte lagras i kod, prompts, dokumentation, användarminnen eller agentkontext.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-374,Miljö- och produktionsisolering,"Utveckling, test, preview, staging och produktion ska vara tydligt separerade, och produktionsdata får inte återanvändas okontrollerat.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-375,Canonical kunskap ska vara versionsstyrd,"Godkänd GainPilot-arkitektur ska integreras som spårbar kunskap, medan körbara policies, schema och tester ska kompileras till tekniskt validerbara format.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-376,Ingen tyst avvikelse från canonical vision,"Implementation som avviker från godkända GainPilot-kontrakt ska dokumenteras, konsekvensbedömas och godkännas.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-377,Agentdriven utveckling kräver isolerat arbetsflöde,"Alla normala förändringar ska ske genom godkänt scope, ren arbetsyta, separat branch eller worktree, tester, pull request och review.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-378,Multitenant utan arbetsgivarinsyn,"Framtida coach-, gym- och företagstenants får endast tillgång till explicit delad eller aggregerad data och aldrig automatisk full åtkomst till individens privata GainPilot-profil.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-379,Portabel och lös koppling,"GainPilot ska kunna exportera användardata, ersätta leverantörer och i princip flyttas från Omnira utan att domänhistoriken blir obrukbar.",20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-380,Produktupplevelsen före plattformskomplexiteten,Omniras interna arkitektur ska ge GainPilot större intelligens och säkerhet utan att användaren tvingas förstå eller hantera plattformens tekniska komplexitet.,20,GainPilot som Omnira-domän,20.226 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-381,Atlas och Arnold är separata agentidentiteter,"Atlas och Arnold ska ha skilda roller, capabilities, minnesscope, verktyg, authority, versioner och auditspår.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-382,Arnold äger GainPilot-relationen,"Arnold ska vara användarens huvudsakliga coach och produktgränssnitt för träning, kost, planering, progression och GainPilot-dialog.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-383,"Atlas är central intelligens, inte användarcoach som standard","Atlas ska stödja strategi, samordning, research och tvärdomänanalys utan att ta över Arnolds löpande coachrelation.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-384,Arnold är inte en persona ovanpå Atlas,Arnold ska ha egen domänkompetens och policy och får inte reduceras till en annan ton för samma globala agent.,21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-385,Central intelligens får inte innebära central övervakning,"Atlas ska endast få GainPilot-data genom definierat syfte, Hermes-minimering och rätt användar- och tenantscope.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-386,Ingen dold agentväxling,"Det ska vara begripligt när Atlas, Arnold eller en specialistagent har skapat ett betydelsefullt svar eller beslut.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-387,Delegering ska vara strukturerad,"Varje agentdelegering ska ange mål, scope, data, verktyg, authority, budget, approval, resultatformat och stoppvillkor.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-388,Delegering breddar aldrig mandat,"En underagent får aldrig större datatillgång, authority, verktyg eller budget än den effektiva uppgiften tillåter.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-389,Resultat är inte beslut,"Analys från Atlas, Arnold eller specialistagent ska inte automatiskt bli rekommendation, minne, programändring eller produktionsåtgärd.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-390,Hermes är obligatorisk kontextgräns,"All betydelsefull minnes- och kontextdelning mellan Atlas, Arnold, GainPilot och andra domäner ska gå genom Hermes.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-391,Arnold får inte hela Atlas-minnet,Arnold ska endast få GainPilot-relevant och uttryckligt godkänd delad kontext och aldrig automatisk åtkomst till andra projekt eller privata Omnira-data.,21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-392,Atlas får inte hela GainPilot-minnet,"Atlas ska normalt använda reducerade signaler, aggregerad data och syftesbundna paket i stället för full individuell tränings-, kost- och coachhistorik.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-393,Capability före verktyg,Atlas och Arnold ska agera genom tillåtna capabilities; teknisk tillgång till ett verktyg får aldrig i sig skapa rätt att använda det.,21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-394,Confidence och authority ska separeras,Hög säkerhet i en analys får inte ge agenten större mandat att genomföra åtgärden.,21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-395,Domänregel före generell agentinferens,"GainPilots validerade domän-, säkerhets- och progressionsregler ska normalt ha företräde framför Atlas eller en språkmodells generella bedömning.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-396,Förklaring ska följa verklig beslutskedja,"Atlas och Arnold får inte skapa efterhandsförklaringar som inte motsvarar använda data, regler, modeller och delegationer.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-397,Agentpersonlighet förändrar inte sanningen,"Arnolds coachton och Atlas strategiska ton får påverka presentation men aldrig fakta, policy, säkerhet, behörighet eller provenance.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-398,Agentkommunikation ska vara injektionssäker,"Användarinnehåll, webbkällor, importer och agentrespons får inte kunna ändra systempolicy, authority, verktyg eller minnesscope genom textinstruktioner.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-399,Agentkedjor ska vara idempotenta och avbrytbara,"Delegering ska stödja unik identitet, timeout, cancel, retry, unknown outcome, partiellt resultat och begränsat delegeringsdjup.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-400,Agentversioner ska kunna köras i shadow mode,Nya Atlas- och Arnoldversioner ska valideras parallellt innan de påverkar användare eller produktion.,21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-401,Privat lärande och plattformslärande ska separeras,"Arnolds användarspecifika personalisering får inte automatiskt bli Atlas- eller plattformsregel, modellträning eller annan användares kontext.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-402,Agenter får inte självmodifiera sitt mandat,"Atlas och Arnold får inte själva höja authority, lägga till verktyg, bredda minnesscope eller ändra sina produktionspolicies.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-403,Mänskligt ansvar ska vara explicit,"Betydelsefulla strategiska, säkerhetsmässiga och högriskmässiga beslut ska ha identifierad mänsklig eller organisatorisk beslutsägare.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-404,Branch- och reviewstyrd agentutveckling,"Ändringar av Atlas, Arnold, delegation, modeller, prompts, verktyg, minnesåtkomst och authority ska ske genom separat branch, tester, review, shadow mode och kontrollerad utrullning.",21,Atlas och Arnold,21.202 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-405,Hermes är en styrd gateway,Hermes ska kontrollera minnes- och kontextöverföring mellan domäner och får inte reduceras till ett obegränsat globalt minne eller en generell söktjänst.,22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-406,Domänen äger sitt råminne,"GainPilot och andra Omnira-domäner ska äga sina egna minnen, medan Hermes förmedlar godkänd åtkomst genom kontrakt.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-407,Minnesdomäner ska vara isolerade,"Tenant-, användar-, projekt-, domän-, miljö-, cache-, fil-, kö- och indexisolering ska genomdrivas genom hela lagrings- och retrievalkedjan.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-408,Syfte före minnesåtkomst,"Varje Hermes-transaktion ska ha ett specifikt syfte, capability och mottagare innan data hämtas.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-409,Minsta tillräckliga kontext,Hermes ska leverera minsta mängd och precision av information som fortfarande gör uppgiften säker och användbar.,22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-410,Reducerad signal före rådata,"Atlas, Arnold och andra domäner ska använda aggregerade eller reducerade signaler när full källdata inte krävs.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-411,Kontextpaket ska vara tids- och uppgiftsbundna,"Paket ska ha identitet, syfte, giltighet, retention, förbjudna användningar och får inte automatiskt bli mottagarens långtidsminne.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-412,Fakta och inferens ska separeras,"Minnesposter och kontextpaket ska tydligt skilja användarbekräftade fakta, observationer, preferenser, inferenser, hypoteser, beslut och regler.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-413,Varje minne ska ha provenance och tid,"Betydelsefulla minnesposter ska ha källa, skapandetid, giltighet, confidence och versionsstatus.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-414,Känsliga inferenser kräver starkt skydd,"GainPilot får inte automatiskt skapa eller sprida känsliga slutsatser om hälsa, psykiskt tillstånd, relationer eller andra privata attribut.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-415,Användaren styr minnesscope,"Användaren ska kunna välja om ett minne är privat, projektspecifikt, delat, tidsbegränsat, låst, do-not-share, do-not-store eller do-not-infer.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-416,Minneskrivning ska vara kontrollerad,"Persistent minne ska skapas genom typning, klassificering, scope, riskbedömning, bekräftelse där det krävs, versionering och audit.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-417,Korrigering ska propageras,"När användaren rättar ett minne ska aktiva poster, härledda inferenser, index, cache och framtida beslut uppdateras enligt spårbar policy.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-418,Radering ska vara fullständig och verifierbar,"Radering ska omfatta aktiv data, embeddings, index, cache, härledda poster och paket samt hantera backups genom dokumenterad retention.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-419,Semantisk relevans är inte behörighet,"Vektorsökning och ranking får endast ske efter hårda filter för tenant, användare, domän, dataklass, syfte och giltighet.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-420,Sammanfattning får inte skapa ny personlig sanning,"Hermes ska bevara skillnaden mellan källfakta och tolkning och får inte hallucinera motiv, diagnoser, identiteter eller stabila preferenser.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-421,Privat personalisering är inte modellträning,"Arnolds användarspecifika lärande ska hållas separat från plattformslärande, populationsanalys och extern eller intern grundmodellträning.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-422,Extern modellåtkomst ska vara explicit,"Data får endast lämnas till en extern modell när dataklass, leverantör, region, retention, användarmandat och uppgiftens nödvändighet tillåter det.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-423,Återkallande ska stoppa framtida åtkomst,När användaren återkallar delning eller mandat ska nya läsningar stoppas och aktiva paket och uppgifter hanteras säkert.,22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-424,Hermes ska vara default deny,"Oklart syfte, saknat scope, fel tenant, otillräcklig authority eller okänd policy ska leda till nekad eller förtydligad förfrågan, inte bred åtkomst.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-425,Hermes ska fungera i degraderat läge utan policygenväg,GainPilot får använda giltig lokal domänkontext när Hermes är otillgängligt men får inte skapa ny tvärdomändelning eller kringgå minnesgränsen.,22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-426,Minnesbeslut ska vara observerbara,"Läsning, skrivning, minimering, delning, korrigering, radering och nekning ska kunna förklaras och auditeras utan att full privat payload lagras.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-427,Hermes får inte självmodifiera skyddet,"Hermes, Atlas, Arnold och andra agenter får inte själva bredda scope, sänka dataklass, ta bort användarlås eller förlänga retention i produktion.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-428,Branch- och integritetsstyrd Hermesutveckling,"Förändringar av minnesmodell, retrieval, minimering, retention, radering, modellrouting och policy ska ske genom separat branch, hotmodellering, tester, review, shadow mode och kontrollerad utrullning.",22,Hermes och isolerade minnesdomäner,22.225 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-429,Analyskedjan ska vara explicit,"Händelse, observation, mätvärde, signal, analys, hypotes, rekommendation, beslut, mandat, åtgärd och effekt ska vara separata och spårbara steg.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-430,Signal är inte beslut,"Ingen mätförändring, anomali, användarfeedback eller Atlas-analys får automatiskt förändra produkt, policy, pris, säkerhet eller agentmandat.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-431,Executive Intelligence ska vara multidimensionellt,"GainPilot får inte reduceras till en enda health score, North Star eller intäktsmetrik utan separata dimensioner för användarnytta, säkerhet, integritet, kvalitet, teknik och verksamhet.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-432,Varje optimeringsmått kräver skyddsmått,"Produkt- och affärsoptimering ska följas av mått som kan upptäcka försämrad säkerhet, integritet, användarkontroll, kvalitet eller långsiktig nytta.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-433,Metrik ska vara definierad och versionerad,"Varje betydelsefull metrik ska ha ägare, population, nämnare, tidsperiod, beräkningsmetod, datakälla, version och kända begränsningar.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-434,Appaktivitet är inte användarnytta,"Öppningar, klick, konversationslängd, loggning och skärmtid får inte ensamma användas som bevis på att GainPilot hjälper användaren.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-435,Domänspecifik framgång ska bevaras,"Träning, kost, CrossFit, calisthenics, återhämtning och följsamhet ska mätas enligt sina egna canonical modeller och får inte reduceras till en universell aktivitetsprocent.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-436,Korrelation får inte presenteras som kausalitet,"Atlas och analysagenter ska skilja association från orsak, redovisa alternativa förklaringar och uttrycka osäkerhet.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-437,Analys ska ha provenance och lineage,"Intelligence items, metrics, signals och rekommendationer ska kunna spåras till data, transformationsversion, modell, expert och beslutskontext.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-438,Saknad och ofullständig data ska synliggöras,"GainPilot får inte tyst tolka saknad registrering som noll, frånvaro eller misslyckande.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-439,Segmentering ska vara integritetssäker,"Känsliga, små eller återidentifierbara segment ska begränsas, minimeras eller döljas och får inte användas för olämplig profilering.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-440,Hermes ska minimera Executive Intelligence-data,"Atlas och analysagenter ska i första hand använda aggregat, reducerade signaler och tillräckligt stora segment i stället för full individuell GainPilot-data.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-441,Privat dialog är inte standardanalytik,"Fullständiga Arnold-konversationer får inte automatiskt användas för produkt-, affärs- eller modellanalys.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-442,Experiment får inte manipulera användaren,"GainPilot får inte experimentera med skuld, rädsla, falsk brådska, sämre säkerhet, integritetsförlust eller försvårad uppsägning för att förbättra engagemang eller intäkt.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-443,Experiment kräver hypotes och stoppregel,"Varje experiment ska ha definierad målgrupp, kontroll, primärt mått, skyddsmått, tidsperiod, ansvarig och stoppvillkor.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,compliance,v1.0,Canonical Review Candidate
GP-444,Statistisk förändring är inte automatiskt produktvärde,"Resultat ska bedömas efter praktisk effekt, användarnytta, kostnad, risk och långsiktiga konsekvenser.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-445,Rekommendation och mandat ska separeras,"Atlas får analysera och rekommendera men inte själv bevilja strategiskt, ekonomiskt, integritetsmässigt eller högriskmässigt mandat.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-446,Executive briefs ska vara beslutsorienterade,"Rapporter ska prioritera förändring, betydelse, evidens, osäkerhet, alternativ, risk, kostnad och beslut som krävs framför dekorativa mätvärden.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-447,Beslut ska följas till effekt,"Betydelsefulla beslut ska ha förväntat resultat, skyddsmått, reviewdatum och möjlighet att fortsätta, ändra, stoppa eller rulla tillbaka.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-448,Felaktig analys ska konsekvensbedömas,"När data, metrik eller analys visar sig vara fel ska GainPilot identifiera vilka rapporter, rekommendationer, experiment och beslut som påverkades.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-449,Executive Intelligence får inte kringgå säkerhet,"Ingen produkt-, tillväxt- eller kostnadsanalys får användas för att tyst försvaga GainPilots säkerhets-, integritets- eller professionella gränser.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-450,Analysagenter ska vara scopeade och testade,"Atlas och specialistagenter ska ha deklarerat datasc ope, capability, modellversion, confidencekalibrering och teststatus.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-451,Nya analysversioner ska köras i shadow mode,"Nya metric-, signal-, ranking-, analys- och rekommendationsmodeller ska jämföras utan beslutspåverkan innan begränsad utrullning.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-452,Executive Intelligence får inte självmodifiera målen,"Atlas och analysagenter får inte själva ändra strategiska mål, North Star, datasc ope, metrikdefinitioner eller automatiseringsmandat i produktion.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-453,Branch- och reviewstyrd analysutveckling,"Förändringar av events, metrics, signaler, experiment, dashboards, Executive Intelligence och automatiska beslut ska ske genom separat branch, tester, integritetsgranskning, shadow mode och kontrollerad utrullning.",23,"Analys, signaler och executive intelligence",23.250 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-454,Agentdriven utveckling ska vara ett styrt system,"AI-agenter ska arbeta genom definierade uppgifter, capabilities, arbetsmiljöer, tester, reviews och beslutsgränser — aldrig genom obegränsad repositoryåtkomst.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-455,"Problem, förslag och implementation ska separeras","En agentanalys eller lösningshypotes får inte automatiskt skapa kodändring, merge eller deployment.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-456,Varje utvecklingsuppgift ska ha explicit scope,"Uppgifter ska ange mål, acceptanskriterier, inkluderat och exkluderat scope, risk, filer, verktyg, tester och stoppvillkor.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-457,Scope får inte utökas tyst,"När agenten upptäcker arbete utanför mandatet ska den stoppa den delen, dokumentera behovet och begära nytt godkännande.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-458,Rätt specialist ska göra rätt arbete,"Produktanalys, arkitektur, domänlogik, implementation, test, säkerhet, integritet, migration och release ska kunna utföras av separata ansvariga roller.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-459,Kompetensluckor ska redovisas,"En agent får inte fylla saknad domän-, teknik- eller säkerhetskompetens med självsäker fri generering.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-460,Repository och arbetsyta ska verifieras,"Före ändring ska agenten kontrollera repository, branch, worktree, upstream, HEAD och orelaterade ändringar.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-461,Orelaterat arbete ska skyddas,"Agenter får inte stagea, ändra, återställa, flytta eller radera användarens eller andra agenters orelaterade filer utan uttryckligt mandat.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-462,Normal utveckling ska ske isolerat,Produktförändringar ska genomföras på separat branch eller worktree och inte direkt i main.,24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-463,Minsta nödvändiga förändring ska prioriteras,"Agenten ska undvika orelaterad refaktorering, överarkitektur, dependencyökning och bred diff som inte krävs av acceptanskriterierna.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-464,Canonical kunskap ska verifieras mot implementation,"Böcker, kodgrafer och agentindex ska styra förståelse men får inte användas som bevis för faktisk kod utan kontroll av repositoryt.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-465,Kritisk logik får inte endast ligga i prompt,"Behörighet, säkerhet, domänregler, datakontrakt och högriskbeslut ska genomdrivas genom kod, schema, policy och tester.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-466,Agentgenererad kod har samma kvalitetskrav,"Kod från agenter ska vara begriplig, testbar, säker, underhållbar och följa GainPilots arkitektur- och stilregler.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-467,Testbevis krävs före färdigstatus,Agenter får inte rapportera en implementation som färdig innan obligatoriska tester har körts och begränsningar redovisats.,24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-468,Oberoende kontroll ska användas vid risk,"Hög- och kritisk risk ska kräva separat test-, domän-, säkerhets-, integritets- eller mänsklig review.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-469,Pull request är normal leveransgräns,"Alla vanliga produktförändringar ska levereras genom fokuserad pull request med scope, risk, testresultat, migration och rollback.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
