contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-18-021,Datarepresentationer,Varje representation SKA behålla provenance till sin källa när det behövs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.7 Datarepresentationer,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-022,Datarepresentationer,Derivat SKA få egen dataklass och retention.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.7 Datarepresentationer,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-023,Datarepresentationer,Sammanfattning eller embedding FÅR INTE automatiskt betraktas som icke-känslig.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.7 Datarepresentationer,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-024,Datarepresentationer,Decision signal BÖR användas i stället för rådata när mottagaren endast behöver ett beslutstillstånd.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.7 Datarepresentationer,BÖR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-025,Rådata,Rådata SKA behandlas enligt högsta relevanta privacy- och sensitivityklass.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.8 Rådata,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-026,Rådata,Rådata FÅR INTE lämna sin node eller trustdomän utan explicit egressgrund.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.8 Rådata,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-027,Rådata,Providerbehov SKA motivera varför rådata krävs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.8 Rådata,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-028,Rådata,Rådata SKA raderas från temporära processingytor efter avslutad uppgift och rollbackperiod.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.8 Rådata,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-029,Metadata,Metadata SKA dataklassificeras separat.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.9 Metadata,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-030,Metadata,Metadata FÅR INTE kombineras för att rekonstruera blockerad privat kontext.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.9 Metadata,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-031,Metadata,Telemetry och logs SKA minimera metadata som inte behövs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.9 Metadata,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-032,Extrakt,Extrakt SKA vara kopplat till source reference och urvalssyfte.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.10 Extrakt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-033,Extrakt,Extrakt FÅR INTE utökas av provider eller nedströms agent till full källa utan nytt grant.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.10 Extrakt,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-034,Extrakt,Urval SKA verifieras så att onödig angränsande känslig data inte följer med.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.10 Extrakt,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-035,Maskering och redaktion,Maskering SKA ske före egress när identifiering inte behövs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.11 Maskering och redaktion,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-036,Maskering och redaktion,Maskering SKA verifieras på den faktiska payloaden.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.11 Maskering och redaktion,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-037,Maskering och redaktion,Maskerad data FÅR INTE kallas anonym om återidentifiering fortfarande är rimlig.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.11 Maskering och redaktion,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-038,Maskering och redaktion,Tokeniserad eller pseudonymiserad identitet SKA skyddas mot obehörig återkoppling.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.11 Maskering och redaktion,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-039,Pseudonymisering,Pseudonymisering SKA separera identifieringsnyckeln från behandlingsdatan.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.12 Pseudonymisering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-040,Pseudonymisering,Provider FÅR INTE få återidentifieringsnyckel när den inte behövs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.12 Pseudonymisering,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-041,Pseudonymisering,Pseudonymiserad data SKA fortfarande behandlas som personlig eller känslig när återidentifiering är möjlig.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.12 Pseudonymisering,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-042,Anonymisering,"Anonymisering SKA bedömas mot kombinationer av attribut, inte endast borttagna namn.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.13 Anonymisering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-043,Anonymisering,Anonymiserad status SKA vara verifierad och dokumenterad.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.13 Anonymisering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-044,Anonymisering,Osäker anonymisering SKA behandlas som pseudonymisering.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.13 Anonymisering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-045,Sammanfattningar,"Sammanfattning SKA få en dataklass baserad på innehållet, inte på längden.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.14 Sammanfattningar,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-046,Sammanfattningar,Sammanfattning av privat eller känslig data FÅR INTE automatiskt delas bredare än källan.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.14 Sammanfattningar,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-047,Sammanfattningar,Project summary SKA hålla andra projekt och privat kontext utanför.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.14 Sammanfattningar,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-048,Embeddings och feature representations,Embeddings SKA behandlas som derivat av källdatan.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.15 Embeddings och feature representations,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-049,Embeddings och feature representations,Embedding store SKA vara project- och tenant-isolerad.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.15 Embeddings och feature representations,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-050,Embeddings och feature representations,Cross-project similarity search FÅR INTE ske utan explicit global eller shared scope.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.15 Embeddings och feature representations,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-051,Embeddings och feature representations,Radering av källa SKA kunna utlösa deletion eller invalidation av relaterade embeddings.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.15 Embeddings och feature representations,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-052,Beslutssignaler,Beslutssignal BÖR användas när nedströms komponent inte behöver källinnehållet.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.16 Beslutssignaler,BÖR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-053,Beslutssignaler,"Beslutssignal SKA ha provenance, confidence och policyversion där relevant.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.16 Beslutssignaler,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-054,Beslutssignaler,Signal FÅR INTE användas utanför det syfte den härletts för.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.16 Beslutssignaler,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-055,Dataklasser,Varje dataobjekt SKA ha dataklass eller explicit unclassified state.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.17 Dataklasser,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-056,Dataklasser,Unclassified SKA behandlas restriktivt.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.17 Dataklasser,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-057,Dataklasser,"Secret, credential-adjacent och prohibited-for-egress SKA blockeras från vanlig providerbearbetning.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.17 Dataklasser,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-058,Dataklasser,Dataobjekt FÅR ha flera samtidiga klasser.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.17 Dataklasser,FÅR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-059,Public data,"Public classification FÅR INTE upphäva copyright-, provenance- eller project requirements.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.18 Public data,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-060,Public data,"Public data FÅR behandlas bredare, men provider och purpose ska fortfarande vara governade.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.18 Public data,FÅR,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-061,Project-confidential,Project-confidential data SKA stanna inom rätt project och godkända providers.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.19 Project-confidential,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-062,Project-confidential,Cross-project-behandling FÅR INTE ske utan uttrycklig delningsgrund.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.19 Project-confidential,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-063,Project-confidential,Providerträning eller reuse SKA vara förbjuden där project policy kräver det.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.19 Project-confidential,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-064,Private personal,Private personal data SKA vara local-first och default deny för project agents.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.20 Private personal,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-065,Private personal,Extern behandling SKA kräva specifikt user scope och dataminimering.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.20 Private personal,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-066,Private personal,Projektmandat FÅR INTE ge generell rätt till private personal data.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.20 Private personal,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-067,Sensitive personal,"Sensitive personal data SKA kräva särskild destination-, retention- och providerpolicy.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.21 Sensitive personal,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-068,Sensitive personal,Lokal eller privat node-bearbetning BÖR användas när tillräcklig kvalitet kan uppnås.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.21 Sensitive personal,BÖR,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-069,Sensitive personal,Extern behandling SKA använda stark minimering och explicit scope.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.21 Sensitive personal,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-070,Credential-adjacent och secret,Secrets FÅR INTE skickas till vanliga modellproviders.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.22 Credential-adjacent och secret,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-071,Credential-adjacent och secret,"Credentials SKA användas genom vaultreferens, scoped token eller secure execution utan att exponeras i agentkontext.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.22 Credential-adjacent och secret,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-072,Credential-adjacent och secret,"Logs, prompts och traces FÅR INTE innehålla secret values.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.22 Credential-adjacent och secret,FÅR INTE,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-073,Credential-adjacent och secret,OTP och kortlivade tokens SKA raderas efter det specifika flödet.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.22 Credential-adjacent och secret,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-074,Processing request,Processing request SKA vara maskinläsbar och auditbar.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.23 Processing request,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-075,Processing request,Providerrequest FÅR INTE byggas enbart från fri prompttext utan policykontrollerad envelope.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.23 Processing request,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-076,Processing request,"Request SKA blockeras om destination, dataklass eller retention är okänd.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.23 Processing request,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-077,Egress grant,Extern dataöverföring SKA kräva giltigt egress grant.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.24 Egress grant,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-078,Egress grant,Egress grant SKA vara smalare eller lika med det underliggande datagrandet.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.24 Egress grant,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-079,Egress grant,Ett grant till provider A FÅR INTE användas för provider B.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.24 Egress grant,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-080,Egress grant,Ett grant till textanalys FÅR INTE användas för modellträning eller annan vidareanvändning.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.24 Egress grant,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-081,Destination verification,Destination SKA verifieras före dataöverföring.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.25 Destination verification,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-082,Destination verification,"Liknande endpoint, fel konto eller fel region SKA blockera egress.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.25 Destination verification,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-083,Destination verification,"DNS-, certificate- eller endpointavvikelse SKA kunna sätta request i security-stopped state.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.25 Destination verification,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-084,Region och data residency,Data residency SKA vara explicit per dataklass och tenant när den krävs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.26 Region och data residency,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-085,Region och data residency,Providerregion SKA verifieras vid actiontid.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.26 Region och data residency,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-086,Region och data residency,Global fallback FÅR INTE kringgå regionkrav.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.26 Region och data residency,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-087,Region och data residency,Temporär processing i annan region SKA behandlas som policybrott om inte separat undantag finns.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.26 Region och data residency,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-088,On-device processing,"On-device processing SKA ha samma project-, privacy- och retentionregler som annan bearbetning.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.27 On-device processing,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-089,On-device processing,Lokal cache SKA krypteras eller skyddas proportionerligt.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.27 On-device processing,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-090,On-device processing,On-device-modelldata FÅR INTE automatiskt delas med andra appar eller projects.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.27 On-device processing,FÅR INTE,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-091,On-device processing,Lokal modelldrift SKA kunna versionsspåras när resultat påverkar actions.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.27 On-device processing,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-092,Private local node,"Private node SKA ha explicit trust, owner, role och storage policy.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.28 Private local node,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-093,Private local node,Dataöverföring till privat node SKA ändå behandlas som node egress.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.28 Private local node,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-094,Private local node,Privat node FÅR INTE få data utanför sitt project- och capabilityscope.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.28 Private local node,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-095,Private local node,Temporära kopior SKA raderas efter verifierad behandling och rollbackperiod.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.28 Private local node,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-096,Omnira-controlled cloud,Omnira cloud SKA använda tenant- och project-isolation.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.29 Omnira-controlled cloud,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-097,Omnira-controlled cloud,"Data SKA centraliseras endast när funktion, recovery eller governance motiverar det.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.29 Omnira-controlled cloud,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-098,Omnira-controlled cloud,Local-only data FÅR INTE synkroniseras till Omnira cloud.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.29 Omnira-controlled cloud,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-099,Omnira-controlled cloud,Cloud logs SKA vara dataminimerade och redigerade.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.29 Omnira-controlled cloud,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-100,External providers,Extern provider SKA ha versionerad providerprofil.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.30 External providers,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-101,External providers,"Providerprofil SKA ange tillåtna dataklasser, regioner, retention, training, deletion och capabilities.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.30 External providers,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-102,External providers,Okänd providerstatus SKA blockera känslig data.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.30 External providers,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-103,External providers,Providerändring SKA kunna suspendera aktiva egress grants.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.30 External providers,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-104,Promptar som datautflöde,Prompt payload SKA omfattas av egress governance.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.31 Promptar som datautflöde,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-105,Promptar som datautflöde,System prompt och tool policy SKA hållas åtskilda från användardata.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.31 Promptar som datautflöde,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-106,Promptar som datautflöde,Secrets SKA filtreras före promptkonstruktion.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.31 Promptar som datautflöde,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-107,Promptar som datautflöde,Prompt builder SKA använda explicit context selection och token budget.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.31 Promptar som datautflöde,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-108,Prompt injection,"Extern data SKA behandlas som data, inte authority.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.32 Prompt injection,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-109,Prompt injection,"Dokument, mejl, webbsidor och media-OCR FÅR INTE ändra systempolicy eller egressregler.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.32 Prompt injection,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-110,Prompt injection,Provideroutput FÅR INTE instruera systemet att skicka ytterligare data utan ny policykontroll.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.32 Prompt injection,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-111,Tool calls,Tool invocation SKA klassificeras som dataöverföring när payload lämnar aktuell trustdomän.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.33 Tool calls,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-112,Tool calls,Tool arguments SKA minimeras och redigeras.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.33 Tool calls,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-113,Tool calls,Agent FÅR INTE välja bredare tool scope än workflowet behöver.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.33 Tool calls,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-114,Tool calls,Tool response SKA återföras till rätt project och dataklass.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.33 Tool calls,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-115,Logs,Logs SKA dataminimeras och redigeras.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.34 Logs,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-116,Logs,Secrets och full känslig payload FÅR INTE lagras i vanliga logs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.34 Logs,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-117,Logs,Debug logging SKA vara tidsbegränsad och högriskklassificerad när den kan innehålla användardata.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.34 Logs,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-118,Logs,Log retention SKA definieras separat från affärsdata.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.34 Logs,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-119,Traces och observability,Observability SKA använda identifiers och summaries i stället för fulla payloads när möjligt.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.35 Traces och observability,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-120,Traces och observability,Cross-tenant observability FÅR INTE exponera tenantdata.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.35 Traces och observability,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-121,Traces och observability,Trace access SKA vara rollbegränsad och auditbar.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.35 Traces och observability,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-122,Telemetry,Telemetry SKA ha definierat syfte och dataklass.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.36 Telemetry,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-123,Telemetry,Telemetry FÅR INTE bli dold användarövervakning.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.36 Telemetry,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-124,Telemetry,Privat innehåll FÅR INTE inkluderas när tekniska metrics räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.36 Telemetry,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-125,Telemetry,Användaren SKA kunna se relevant telemetrypolicy.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.36 Telemetry,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-126,Caches,"Cache SKA ha owner, scope, encryption, expiry och cleanup policy.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.37 Caches,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-127,Caches,Cross-project-cache FÅR INTE användas om innehåll eller representation kan läcka mellan projekt.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.37 Caches,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-128,Caches,Cache hit SKA fortfarande kontrollera current access och data validity.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.37 Caches,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-129,Caches,Radering av source SKA kunna invalidiera relaterade caches.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.37 Caches,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-130,Temporary storage,Temporär kopia SKA registreras som del av data lifecycle.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.38 Temporary storage,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-131,Temporary storage,Temporary FÅR INTE innebära obestämd retention.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.38 Temporary storage,FÅR INTE,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-132,Temporary storage,Workflow completion SKA utlösa cleanup eller retentionbeslut.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.38 Temporary storage,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-133,Data in transit,Data egress SKA använda lämplig transportkryptering.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.39 Data in transit,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-134,Data in transit,Destinationens identitet SKA verifieras kryptografiskt eller genom motsvarande betrodd mekanism.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.39 Data in transit,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-135,Data in transit,Partial eller avbruten överföring SKA kunna upptäckas.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.39 Data in transit,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-136,Data in transit,Replay av känslig request SKA blockeras eller idempotensskyddas.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.39 Data in transit,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-137,Data at rest,Känslig data at rest SKA vara krypterad eller tekniskt isolerad.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.40 Data at rest,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-138,Data at rest,Krypteringsnyckel FÅR INTE lagras tillsammans med data på ett sätt som upphäver skyddet.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.40 Data at rest,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-139,Data at rest,Project- och tenantseparation SKA upprätthållas även i krypterad lagring.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.40 Data at rest,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-140,Node-to-node-transfer,Node transfer SKA vara explicit och auditbar.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.41 Node-to-node-transfer,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-141,Node-to-node-transfer,Trusted node FÅR INTE automatiskt ta emot alla dataklasser.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.41 Node-to-node-transfer,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-142,Node-to-node-transfer,Local-only data FÅR INTE lämna sin tillåtna node eller zon.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.41 Node-to-node-transfer,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
